6.47796,7.86139,-3.16902,8.70936,-6.59979,-2.02434,1.75799,7.69083,0.553884,-5.26372,7.91233,-9.21738,-2.75605,5.56336,-1.53071,9.1546,-6.36894,-1.85874,-8.89427,-1.38535,7.99453,8.25239,-5.40257,-6.6589,3.38408,-5.08014,-4.62687,-9.00647,-5.96944,0.463748,5.95847,-6.39619,-8.9356,3.89532,7.57202,2.44344,-7.42579,-6.11955,-5.62845,5.94834,-1.46473,2.32557,-1.02499,-7.57103,-2.71873,1.89747,-6.78046,9.55316,0.648394,-6.48588,-8.69342,-1.76528,2.59036,3.68976,5.06224,2.53879,1.5543,5.86249,-8.96565,-4.65696,7.99833,2.64205,-9.21625,8.75842,-2.02148,8.51228,5.54069,-4.19761,-9.08441,1.37271,1.39483,5.42063,5.28228,2.2053,-3.04644,-6.53974,0.968233,-1.51195,-2.18727,-5.03139,6.20267,-9.53223,-6.51878,7.99536,2.95141,-0.0105896,-9.49343,3.11998,-7.53445,-0.815234,0.353783,-7.85121,-9.04842,6.76753,-7.87674,5.74756,2.77767,-5.38308,5.22292,0.572263
2.95009,-6.62184,-6.25156,4.4075,3.0546,-0.133783,-5.63384,-4.04866,-9.95187,-3.07177,9.82019,-5.72633,-1.90696,-7.42559,0.211717,-3.56469,4.8332,3.33174,-4.25445,8.51165,9.38066,8.94297,3.62109,-6.04025,7.55234,-1.87761,6.17127,-3.21324,-0.229359,-4.42859,7.4159,0.849029,4.35927,3.92649,7.91839,3.6418,2.66292,1.78091,-4.89124,-0.696156,7.77286,8.74208,8.39296,-4.59412,-0.70372,-2.0913,-3.0763,3.45897,-4.63425,-0.993093,6.62115,8.46635,4.95652,1.1709,9.66179,-6.9689,-3.68853,0.680759,-3.19689,-4.50268,-9.389,-5.67888,-5.00503,-6.16744,-9.67607,-5.91433,-2.76992,-5.90948,-3.66678,-2.70275,3.8556,-7.33497,2.74552,5.42736,6.50069,-5.76359,-3.25678,4.34636,0.899034,1.55541,4.17528,-9.77471,1.8102,-0.92313,-1.98511,-8.46087,-6.81779,-0.985829,-3.08023,-4.15524,-5.33148,3.66412,5.11044,-0.344892,-7.50317,-0.311138,-6.05612,-9.1186,2.24555,-9.69038
6.49706,4.69084,-7.78918,5.28277,4.0623,5.50513,0.144267,9.22466,0.0585661,-2.10348,-9.78655,-9.34626,-7.85726,-8.0205,8.23343,2.91013,-5.24668,-8.44143,2.13287,5.71985,-9.03449,-7.50502,4.42953,-5.03657,-7.56349,-9.25651,-4.3608,3.14386,4.46476,8.62511,-1.39171,-8.8834,-5.86252,0.388961,8.35682,-2.39798,-9.06029,-6.80637,8.99341,-2.26676,-8.07215,-8.57669,1.71356,3.99886,-6.34185,0.154951,-1.69692,2.28466,1.23365,-3.83278,-2.19621,-1.67617,-8.49768,-0.505851,-3.67637,6.88797,-1.12559,-1.98649,-2.88428,7.28407,8.30281,-7.83167,9.02971,2.57409,-3.43177,-0.326909,-2.88784,7.03505,-9.14132,-3.09413,0.82585,-9.34252,2.68746,0.97282,4.57964,7.71071,5.56586,5.27691,-6.52176,-2.74695,-0.504572,-7.75304,8.19148,6.22148,0.232395,-8.45598,3.52717,3.9963,5.51662,1.76029,-2.35573,5.38425,6.71289,-1.26421,9.47851,-3.58711,-2.36874,2.63365,9.77623,-0.899017
1.88219,-1.49842,4.07321,0.246393,2.95856,4.57205,6.37419,4.48923,-7.91241,-5.11116,3.13931,9.47302,-7.6057,7.34452,-8.44705,-8.54883,5.38991,-3.9594,5.27699,-3.04905,8.41328,2.23014,2.3582,1.74002,4.07201,6.93451,8.05564,4.505,-4.76768,1.68929,9.46195,9.01854,-1.0108,-6.78465,6.43924,3.31805,-4.47041,6.76182,-9.78734,3.68784,9.53482,-5.43109,5.51743,6.5988,-8.36499,-6.0327,-2.8945,5.28733,8.91494,-0.385451,1.35133,4.7439,-0.122671,-4.25683,-9.69455,6.23505,3.94707,2.21295,-2.69834,-9.35945,4.30827,5.92474,1.67202,-6.49225,6.23705,-1.00052,2.30563,-2.14723,-5.68449,7.83143,-6.16872,5.05335,-4.45365,0.107783,4.46527,2.87218,3.38008,4.66534,5.66324,4.89656,8.45918,-9.62543,-9.76616,7.29742,-9.88426,-2.41275,-0.111954,-5.54565,3.36969,-8.06665,-9.09997,-0.754767,-4.66465,2.28437,6.99115,6.33086,6.33894,-0.996412,-8.97265,8.42165
-0.156227,6.81081,7.89767,-4.64945,-7.97887,8.14042,3.95403,7.6935,-8.5256,-1.13473,-2.36916,-2.66287,-8.03376,-2.50497,-6.76626,-1.98142,-0.385636,9.5256,2.44663,2.20459,7.44309,5.98162,7.02981,9.62845,-2.42288,-6.44785,5.84292,7.35404,3.23511,2.32611,1.73288,1.26977,5.81328,5.66014,-8.73116,4.98652,9.20896,-1.73604,9.5513,-9.66342,-5.942,-0.862744,4.87591,-6.8095,-1.52482,-0.117759,9.74022,5.73939,-9.76058,-1.52535,-6.21717,-6.11581,-9.64467,-2.6492,5.75987,-7.49496,-2.82552,-7.66178,5.92061,-6.64123,7.16318,4.39204,-0.95981,3.03129,-2.52492,-2.99839,-7.38245,8.32973,-8.4952,-4.75233,-0.707063,0.359268,-0.208449,2.01531,-6.55927,-8.41861,4.50134,-4.18637,5.5866,4.29145,-6.31033,2.37138,4.85357,6.82965,8.70292,-1.58497,6.06524,2.89393,5.4306,9.05811,-7.81719,-8.33926,2.97809,9.33611,3.74757,2.02424,-7.46336,7.12347,4.06381,-7.48937
-9.30185,9.6291,-8.12847,-4.75001,8.64516,-5.5679,-6.93731,-5.07218,4.63436,9.38008,3.5384,6.64102,1.94299,-9.62136,8.73753,7.19227,5.28403,-3.5468,3.96332,1.37095,6.03528,9.15538,6.92802,4.78928,-0.587284,2.32204,7.16882,0.0501156,-9.58532,-3.44456,-2.59107,8.33403,5.05978,3.73303,6.23434,-4.90292,2.56687,-4.86381,0.258084,-6.8462,-3.92546,6.32824,-5.13493,-8.79572,7.75503,-3.13141,-9.62497,-0.393661,4.62122,8.86676,1.84308,1.70972,-7.57202,-5.53424,-9.76381,0.199854,-4.86899,-5.27225,-1.81784,9.9752,9.94427,3.16996,-0.149745,6.69383,5.26315,-7.87341,-8.0816,-8.66819,5.97309,-5.49988,4.09359,0.406852,5.79767,4.02683,-1.04368,8.08389,0.719367,5.16015,-4.31555,6.52425,0.638376,3.58739,1.46361,5.11008,4.22105,1.7577,-0.646833,7.83374,5.45688,-5.04855,-0.323713,8.03705,9.85487,-7.85279,8.96607,-7.00264,1.87693,-8.91307,9.83141,0.256838
-1.88737,-7.68939,7.70151,-7.76491,2.81252,1.89234,3.5009,1.81371,7.65532,-1.4583,-3.69987,8.01374,-7.18889,4.87024,4.0432,-3.5157,-4.81917,2.34451,-6.4779,0.930556,5.88898,-2.21777,-3.45373,-5.54291,5.86402,-4.13246,-9.91324,-3.19626,-0.345772,-3.70963,-4.10352,-6.86143,-9.61533,-6.51407,4.05956,-4.83852,-8.15199,-1.1489,-8.7784,7.77655,-7.30543,7.81105,7.69039,-6.80579,-0.295956,-2.45463,5.12823,-9.72889,-4.23767,9.59492,4.79092,-6.56321,-6.42314,6.86634,-4.06648,1.82945,-4.24665,-0.552621,-2.78222,-8.82801,-1.19269,1.32076,2.16619,-2.23855,-6.05415,8.86373,8.78501,7.5819,-3.86888,-9.9051,0.675467,5.31423,1.94867,-1.41168,-4.66681,-9.99623,8.73232,1.42753,7.12541,-1.04556,5.06205,-8.00092,-6.9216,0.68837,-4.04755,-8.66597,-8.8731,-3.07808,6.41686,-4.11131,1.56142,-5.73499,-6.02341,-2.31937,-2.74279,7.63836,-8.70363,3.2965,6.76487,-6.25394
-2.17413,-7.15432,-9.14423,4.10219,7.24198,4.20156,-9.77461,-2.53281,1.78848,7.43648,-5.33174,7.47975,-7.48527,8.86755,-2.2356,-9.02094,-9.13312,-3.46502,1.18784,-1.09973,3.74553,-0.887777,8.19191,-2.52406,-1.8419,5.59397,3.02723,6.30586,-2.25798,5.68345,-9.78924,5.11952,8.26706,-8.77552,-7.0579,-3.72104,-1.91669,-6.52281,0.629997,-6.16924,4.97924,-8.3801,2.11793,-2.93779,3.73618,2.81337,-2.92196,-5.33314,8.19463,-4.84832,2.09398,7.29901,-8.32682,-9.50391,-0.898502,-3.88427,9.06027,-1.20103,-8.07056,-5.06173,0.772854,6.27025,2.05969,-5.21251,-8.148,-4.5409,-1.78184,-4.88745,4.52735,0.361079,0.240941,-4.96938,-7.95417,-6.32815,-6.96971,5.17725,0.287858,5.75975,-4.02838,-5.8572,-6.24576,0.967895,4.28736,2.05543,7.98686,0.0108299,3.06635,6.30722,-2.51906,-0.249275,0.926589,8.7129,8.14753,9.22876,7.1483,-2.47356,-1.02708,9.69046,9.44881,4.76694
1.70054,-4.46486,-2.85414,5.26756,0.316954,-6.54872,-6.05202,9.18577,-8.83567,9.11034,-1.70379,-1.96061,-0.334271,5.7125,5.3412,2.63027,-4.84566,1.22528,-2.33189,9.8657,-4.88141,-3.39225,-9.65083,4.36426,-7.11661,1.35135,7.02796,-2.39221,-0.665993,-3.03578,5.76638,-3.13376,8.96877,8.17764,8.71447,-6.54474,5.89832,-5.48849,-1.60292,-5.72731,6.33912,-7.31966,-0.407177,-5.28548,-2.95734,-7.92737,4.25675,-8.90271,7.41848,-4.88673,6.7084,-0.116128,-0.911731,5.07405,1.06675,-6.47147,2.41161,-0.429319,2.98534,-6.05604,-7.8791,-9.38867,-0.0524788,-0.148838,8.08559,-4.02096,2.10515,-8.9146,6.31741,1.03326,-9.48695,2.85862,-9.20893,6.62991,-3.13676,-8.97688,3.97308,7.77685,-5.5597,-4.15729,-4.23406,-1.44841,-1.18697,4.05184,5.15038,-2.28246,8.20948,3.22078,-4.41594,-1.10314,-3.78902,-7.51885,5.16514,6.56707,6.6947,2.07796,-5.39101,-3.73778,9.79699,1.91565
-6.75785,-1.24862,-5.75796,7.65533,-5.21557,4.67818,4.30035,6.49092,-8.90514,7.58073,-6.93759,5.04623,5.49241,-4.15893,-8.34015,-5.33371,-8.56685,-3.9734,7.78808,-8.93935,-8.10989,-7.49539,3.40063,0.170054,9.58035,3.09452,0.860344,-5.52623,-1.82811,-4.2147,-8.31422,-6.83701,4.57557,-1.54129,4.34067,-8.38133,5.11045,3.91312,-5.2064,-1.51581,8.99118,-0.79503,-1.33446,-8.08512,8.76101,5.14568,-1.92305,9.3779,-5.14775,5.21172,7.60173,6.23288,-1.38219,5.52748,2.44505,-1.99098,2.37382,-4.16257,4.04208,9.91701,2.40195,-6.37448,-2.38361,-2.26927,-9.83255,-8.92543,-0.952846,-6.46432,-1.5274,5.04669,-5.74707,4.72754,-6.60453,-3.00412,9.88554,1.42721,-5.79897,0.126189,-1.53757,-0.581129,-6.59623,-0.757285,7.39239,2.12805,9.71516,-9.13579,1.9514,9.26722,8.03108,7.31232,4.13063,8.77543,0.125236,-1.89994,9.70728,5.64824,-3.73883,-7.14942,-6.32432,3.52897
